CODIGOESTR;ESTRUCT;HORASFUNC1;HORASFUNC2;DIASFUNCME;SUBTIPO;SUBT;Luminaria.BAJOMEDICION;Luminaria.POTENCIA;POTENCIA_2;ALIMENTA_5;ALIM;SUBTIPO_1;TRAF;VOLTAJE;POTENCIA TRAFO;TRAFO;KWH;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;25;0300040;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;37.5;0300055;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0206;LDPM175ACC;12;0;100;1;Mercurio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T15;Guanujo - Simiatug;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0304;LDPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0304;LDPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0303577;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;50;0303575;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
AOD0002;AODPLS150A;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T13;Sicoto - San Jose del Tambo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
APO0104;LDPM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303528;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303528;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303332;54;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303332;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303332;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303274;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303483;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.97 kV;25;0303522;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;3;0302891;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.97 kV;37.5;0303910;90;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;25;0303473;90;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;37.5;0303470;90;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;250;105;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;37.5;0303470;64;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;37.5;0303470;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;37.5;0303470;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;10;0303953;36;;;;;;;;
APO0305;LDPS150PCC;12;0;100;3;Sodio Abierta;0;100;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;10;0303953;36;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;400;0;03GN020T12;Guanujo - Salinas;5;Transformador Trifásico en poste;13.8 kV;25;0303478;144;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303304;90;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303278;36;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303281;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0304122;54;;;;;;;;
APO0301;LDPS70PCC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0303912;36;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303929;54;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0308114;36;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303949;90;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;250;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303932;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GN020T11;Guanujo - Cuatro Esquinas;1;Transformador Monofásico en poste;7.62 kV;15;0303660;54;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0302798;36;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0302798;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;37.5;0303574;36;;;;;;;;
APO0376;LDOS400ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;15;0300006;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;1500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;37.5;0303694;540;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;1;1500;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;37.5;0303694;540;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;1500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;37.5;0303694;540;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;1500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;37.5;0303694;540;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;1;500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;5;0303560;180;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;1;500;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;5;0303560;180;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;1;500;0;03GR010T13;Guaranda - Maldonado;1;Transformador Monofásico en poste;7.62 kV;5;0303560;180;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;1;500;0;03CO040T12;Cochabamba - Asuncion;5;Transformador Trifásico en poste;13.8 kV;5;0303560;180;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;1;500;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;5;0303560;180;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;1;500;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;5;0303560;180;;;;;;;;
APO0309;LCPS100ACC;12;0;100;4;Sodio Cerrada;1;500;0;03GR010T21;Guaranda - Chimbo;1;Transformador Monofásico en poste;7.97 kV;5;0303560;180;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T14;Caluma Centro;1;Transformador Monofásico en poste;7.97 kV;15;0303554;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03GR010T11;Guaranda - Vinchoa;1;Transformador Monofásico en poste;7.97 kV;5;0303555;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303554;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;30;0303291;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;37.5;0307179;36;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;100;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303310;36;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
APO0304;LDPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0301267;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0303529;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303929;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303929;54;;;;;;;;
APO0301;LDPS70PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303929;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;10;0303929;54;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303893;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;50;0303893;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0110;LDSM125ACA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0314;LDPS400ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0303637;54;;;;;;;;
APO0364;LDAS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T14;Echeandía - Reserva 2 (Camaron);1;Transformador Monofásico en poste;7.62 kV;10;0307293;54;;;;;;;;
APO0375;LDOS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0307293;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0307293;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0307293;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;10;0303946;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;10;0303946;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;10;0303946;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;10;0303946;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T13;Caluma - Pasagua;1;Transformador Monofásico en poste;7.97 kV;25;0304762;54;;;;;;;;
APO0313;LDPS250ACC;12;0;100;4;Sodio Cerrada;0;250;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.97 kV;25;0304762;90;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.62 kV;10;0301389;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.62 kV;25;0304762;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03CA050T11;Caluma-Echeandía;1;Transformador Monofásico en poste;7.62 kV;25;0304762;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;25;0304762;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0302;LCPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03CO040T13;Cochabamba - Balsapamba;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0101;LDPM125PCA;12;0;100;2;Mercurio Abierta;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0101;LDPM125PCA;12;0;100;2;Mercurio Abierta;0;150;0;03CO040T13;Cochabamba - Balsapamba;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0304;LDPS100PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303660;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0301530;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0311;LDPS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T12;Echeandia Sabanetillas;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;5;0307411;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;46;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;46;;;;;;;;
APO0617;LDOS150ADC;6;6;100;4;Sodio Cerrada;0;150;105;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;46;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03EC030T11;Echeandía - Las Naves;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0374;LDOS100ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0379;LDOS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0303;LCPS150PCC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
APO0312;LDPS150ACC;12;0;100;4;Sodio Cerrada;0;150;0;03SI060T12;Sicoto - San Pablo;1;Transformador Monofásico en poste;7.97 kV;15;0303530;54;;;;;;;;
